Linha,Rotulo Verdadeiro,Rotulo Classificado
22407,3.0,3.0
22408,1.0,1.0
22409,1.0,1.0
22410,1.0,1.0
22411,3.0,3.0
22412,6.0,3.0
22413,1.0,1.0
22414,1.0,1.0
22415,1.0,1.0
22416,6.0,3.0
22417,3.0,3.0
22418,1.0,1.0
22419,1.0,1.0
22420,3.0,3.0
22421,3.0,3.0
22422,1.0,1.0
22423,6.0,3.0
22424,6.0,3.0
22425,1.0,1.0
22426,3.0,3.0
22427,6.0,3.0
22428,1.0,1.0
22429,6.0,3.0
22430,3.0,3.0
22431,6.0,3.0
22432,1.0,1.0
22433,1.0,1.0
22434,6.0,3.0
22435,3.0,3.0
22436,6.0,3.0
22437,1.0,1.0
22438,6.0,3.0
22439,6.0,3.0
22440,6.0,3.0
22441,6.0,3.0
22442,1.0,1.0
22443,6.0,3.0
22444,3.0,3.0
22445,1.0,1.0
22446,6.0,3.0
22447,3.0,3.0
22448,3.0,3.0
22449,3.0,3.0
22450,6.0,3.0
22451,6.0,3.0
22452,3.0,3.0
22453,1.0,1.0
22454,6.0,3.0
22455,1.0,1.0
22456,1.0,1.0
22457,6.0,3.0
22458,6.0,3.0
22459,6.0,3.0
22460,1.0,1.0
22461,3.0,3.0
22462,1.0,1.0
22463,3.0,3.0
22464,6.0,3.0
22465,6.0,3.0
22466,3.0,3.0
22467,6.0,3.0
22468,1.0,1.0
22469,1.0,1.0
22470,6.0,3.0
22471,6.0,3.0
22472,6.0,3.0
22473,6.0,3.0
22474,1.0,1.0
22475,6.0,3.0
22476,1.0,1.0
22477,1.0,1.0
22478,6.0,3.0
22479,3.0,3.0
22480,1.0,1.0
22481,6.0,3.0
22482,3.0,3.0
22483,6.0,3.0
22484,1.0,1.0
22485,1.0,1.0
22486,1.0,1.0
22487,6.0,3.0
22488,6.0,3.0
22489,1.0,1.0
22490,3.0,3.0
22491,1.0,1.0
22492,1.0,1.0
22493,1.0,1.0
22494,6.0,3.0
22495,3.0,3.0
22496,1.0,1.0
22497,3.0,3.0
22498,1.0,1.0
22499,1.0,1.0
22500,3.0,3.0
22501,6.0,3.0
22502,1.0,1.0
22503,3.0,3.0
22504,6.0,3.0
22505,1.0,1.0
22506,6.0,3.0
22507,1.0,1.0
22508,6.0,3.0
22509,6.0,3.0
22510,1.0,1.0
22511,6.0,3.0
22512,6.0,3.0
22513,1.0,1.0
22514,1.0,1.0
22515,3.0,3.0
22516,3.0,3.0
22517,6.0,3.0
22518,6.0,3.0
22519,6.0,3.0
22520,6.0,3.0
22521,6.0,3.0
22522,6.0,3.0
22523,3.0,3.0
22524,3.0,3.0
22525,1.0,1.0
22526,6.0,3.0
22527,6.0,3.0
22528,6.0,3.0
22529,3.0,3.0
22530,1.0,1.0
22531,6.0,3.0
22532,1.0,1.0
22533,6.0,3.0
22534,1.0,1.0
22535,1.0,1.0
22536,3.0,3.0
22537,1.0,1.0
22538,6.0,3.0
22539,1.0,1.0
22540,6.0,3.0
22541,6.0,3.0
22542,3.0,3.0
22543,3.0,3.0
22544,3.0,3.0
22545,3.0,3.0
22546,3.0,3.0
22547,6.0,3.0
22548,1.0,1.0
22549,6.0,3.0
22550,1.0,1.0
22551,6.0,3.0
22552,6.0,3.0
22553,3.0,3.0
22554,6.0,3.0
22555,6.0,3.0
22556,1.0,1.0
22557,6.0,3.0
22558,3.0,3.0
22559,6.0,3.0
22560,6.0,3.0
22561,1.0,1.0
22562,6.0,3.0
22563,6.0,3.0
22564,6.0,3.0
22565,1.0,1.0
22566,3.0,3.0
22567,6.0,3.0
22568,3.0,3.0
22569,1.0,1.0
22570,3.0,3.0
22571,6.0,3.0
22572,6.0,3.0
22573,3.0,3.0
22574,3.0,3.0
22575,6.0,3.0
22576,1.0,1.0
22577,1.0,1.0
22578,1.0,1.0
22579,1.0,1.0
22580,6.0,3.0
22581,1.0,1.0
22582,6.0,3.0
22583,6.0,3.0
22584,3.0,3.0
22585,3.0,3.0
22586,3.0,3.0
22587,3.0,3.0
22588,6.0,3.0
22589,3.0,3.0
22590,1.0,1.0
22591,6.0,3.0
22592,6.0,3.0
22593,6.0,3.0
22594,1.0,1.0
22595,6.0,3.0
22596,1.0,1.0
22597,1.0,1.0
22598,1.0,1.0
22599,3.0,3.0
22600,6.0,3.0
22601,6.0,3.0
22602,3.0,3.0
22603,6.0,3.0
22604,1.0,1.0
22605,3.0,3.0
22606,6.0,3.0
22607,3.0,3.0
22608,1.0,1.0
22609,6.0,3.0
22610,1.0,1.0
22611,6.0,3.0
22612,6.0,3.0
22613,3.0,3.0
22614,3.0,3.0
22615,6.0,3.0
22616,3.0,3.0
22617,6.0,3.0
22618,6.0,3.0
22619,1.0,1.0
22620,6.0,3.0
22621,6.0,3.0
22622,3.0,3.0
22623,6.0,3.0
22624,6.0,3.0
22625,6.0,3.0
22626,6.0,3.0
22627,1.0,1.0
22628,6.0,3.0
22629,6.0,3.0
22630,6.0,3.0
22631,3.0,3.0
22632,6.0,3.0
22633,1.0,1.0
22634,3.0,3.0
22635,6.0,3.0
22636,6.0,3.0
22637,1.0,1.0
22638,6.0,3.0
22639,6.0,3.0
22640,6.0,3.0
22641,6.0,3.0
22642,1.0,1.0
22643,6.0,3.0
22644,1.0,1.0
22645,3.0,3.0
22646,6.0,3.0
22647,1.0,1.0
22648,3.0,3.0
22649,3.0,3.0
22650,1.0,1.0
22651,6.0,3.0
22652,6.0,3.0
22653,3.0,3.0
22654,6.0,3.0
22655,1.0,1.0
22656,6.0,3.0
22657,6.0,3.0
22658,1.0,1.0
22659,1.0,1.0
22660,1.0,1.0
22661,6.0,3.0
22662,3.0,3.0
22663,1.0,1.0
22664,3.0,3.0
22665,1.0,1.0
22666,1.0,1.0
22667,1.0,1.0
22668,6.0,3.0
22669,6.0,3.0
22670,1.0,1.0
22671,1.0,1.0
22672,6.0,3.0
22673,3.0,3.0
22674,1.0,1.0
22675,1.0,1.0
22676,6.0,3.0
22677,1.0,1.0
22678,6.0,3.0
22679,6.0,3.0
22680,3.0,3.0
22681,1.0,1.0
22682,3.0,3.0
22683,3.0,3.0
22684,1.0,1.0
22685,1.0,1.0
22686,6.0,3.0
22687,6.0,3.0
22688,3.0,3.0
22689,3.0,3.0
22690,6.0,3.0
22691,1.0,1.0
22692,6.0,3.0
22693,6.0,3.0
22694,3.0,3.0
22695,6.0,3.0
22696,1.0,1.0
22697,1.0,1.0
22698,6.0,3.0
22699,1.0,1.0
22700,1.0,1.0
22701,3.0,3.0
22702,1.0,1.0
22703,1.0,1.0
22704,3.0,3.0
22705,6.0,3.0
22706,6.0,3.0
22707,6.0,3.0
22708,6.0,3.0
22709,6.0,3.0
22710,1.0,1.0
22711,3.0,3.0
22712,1.0,1.0
22713,6.0,3.0
22714,6.0,3.0
22715,6.0,3.0
22716,3.0,3.0
22717,1.0,1.0
22718,6.0,3.0
22719,6.0,3.0
22720,6.0,3.0
22721,3.0,3.0
22722,3.0,3.0
22723,3.0,3.0
22724,6.0,3.0
22725,1.0,1.0
22726,3.0,3.0
22727,3.0,3.0
22728,6.0,3.0
22729,6.0,3.0
22730,1.0,1.0
22731,6.0,3.0
22732,6.0,3.0
22733,3.0,3.0
22734,1.0,1.0
22735,6.0,3.0
22736,6.0,3.0
22737,1.0,1.0
22738,6.0,3.0
22739,3.0,3.0
22740,6.0,3.0
22741,6.0,3.0
22742,3.0,3.0
22743,3.0,3.0
22744,1.0,1.0
22745,1.0,1.0
22746,6.0,3.0
22747,6.0,3.0
22748,1.0,1.0
22749,6.0,3.0
22750,1.0,1.0
22751,6.0,3.0
22752,6.0,3.0
22753,6.0,3.0
22754,1.0,1.0
22755,6.0,3.0
22756,1.0,1.0
22757,3.0,3.0
22758,6.0,3.0
22759,3.0,3.0
22760,3.0,3.0
22761,6.0,3.0
22762,3.0,3.0
22763,6.0,3.0
22764,6.0,3.0
22765,6.0,3.0
22766,6.0,3.0
22767,6.0,3.0
22768,6.0,3.0
22769,1.0,1.0
22770,6.0,3.0
22771,1.0,1.0
22772,6.0,3.0
22773,6.0,3.0
22774,1.0,1.0
22775,1.0,1.0
22776,6.0,3.0
22777,3.0,3.0
22778,3.0,3.0
22779,6.0,3.0
22780,1.0,1.0
22781,6.0,3.0
22782,3.0,3.0
22783,6.0,3.0
22784,3.0,3.0
22785,6.0,3.0
22786,1.0,1.0
22787,1.0,1.0
22788,1.0,1.0
22789,3.0,3.0
22790,1.0,1.0
22791,6.0,3.0
22792,6.0,3.0
22793,3.0,3.0
22794,6.0,3.0
22795,1.0,1.0
22796,3.0,3.0
22797,6.0,3.0
22798,6.0,3.0
22799,3.0,3.0
22800,6.0,3.0
22801,6.0,3.0
22802,3.0,3.0
22803,6.0,3.0
22804,3.0,3.0
22805,3.0,3.0
22806,3.0,3.0
22807,1.0,1.0
22808,3.0,3.0
22809,6.0,3.0
22810,6.0,3.0
22811,6.0,3.0
22812,1.0,1.0
22813,6.0,3.0
22814,1.0,1.0
22815,3.0,3.0
22816,6.0,3.0
22817,3.0,3.0
22818,3.0,3.0
22819,1.0,1.0
22820,6.0,3.0
22821,6.0,3.0
22822,6.0,3.0
22823,1.0,1.0
22824,6.0,3.0
22825,1.0,1.0
22826,6.0,3.0
22827,1.0,1.0
22828,1.0,1.0
22829,1.0,1.0
22830,6.0,3.0
22831,6.0,3.0
22832,1.0,1.0
22833,3.0,3.0
22834,1.0,1.0
22835,1.0,1.0
22836,1.0,1.0
22837,6.0,3.0
22838,3.0,3.0
22839,1.0,1.0
22840,6.0,3.0
22841,6.0,3.0
22842,6.0,3.0
22843,1.0,1.0
22844,1.0,1.0
22845,6.0,3.0
22846,6.0,3.0
22847,3.0,3.0
22848,6.0,3.0
22849,3.0,3.0
22850,6.0,3.0
22851,6.0,3.0
22852,6.0,3.0
22853,1.0,1.0
22854,1.0,1.0
22855,3.0,3.0
22856,6.0,3.0
22857,3.0,3.0
22858,6.0,3.0
22859,6.0,3.0
22860,1.0,1.0
22861,1.0,1.0
22862,1.0,1.0
22863,6.0,3.0
22864,1.0,1.0
22865,6.0,3.0
22866,1.0,1.0
22867,6.0,3.0
22868,6.0,3.0
22869,6.0,3.0
22870,3.0,3.0
22871,1.0,1.0
22872,1.0,1.0
22873,1.0,1.0
22874,3.0,3.0
22875,3.0,3.0
22876,1.0,1.0
22877,6.0,3.0
22878,1.0,1.0
22879,1.0,1.0
22880,6.0,3.0
22881,6.0,3.0
22882,6.0,3.0
22883,6.0,3.0
22884,3.0,3.0
22885,6.0,3.0
22886,6.0,3.0
22887,6.0,3.0
22888,1.0,1.0
22889,1.0,1.0
22890,1.0,1.0
22891,6.0,3.0
22892,6.0,3.0
22893,3.0,3.0
22894,6.0,3.0
22895,6.0,3.0
22896,6.0,3.0
22897,3.0,3.0
22898,1.0,1.0
22899,6.0,3.0
22900,1.0,1.0
22901,6.0,3.0
22902,6.0,3.0
22903,6.0,3.0
22904,3.0,3.0
22905,6.0,3.0
22906,3.0,3.0
22907,6.0,3.0
22908,1.0,1.0
22909,1.0,1.0
22910,6.0,3.0
22911,1.0,1.0
22912,3.0,3.0
22913,6.0,3.0
22914,6.0,3.0
22915,6.0,3.0
22916,6.0,3.0
22917,1.0,1.0
22918,1.0,1.0
22919,6.0,3.0
22920,1.0,1.0
22921,3.0,3.0
22922,6.0,3.0
22923,6.0,3.0
22924,1.0,1.0
22925,1.0,1.0
22926,1.0,1.0
22927,1.0,1.0
22928,1.0,1.0
22929,6.0,3.0
22930,3.0,3.0
22931,6.0,3.0
22932,3.0,3.0
22933,1.0,1.0
22934,1.0,1.0
22935,1.0,1.0
22936,6.0,3.0
22937,6.0,3.0
22938,6.0,3.0
22939,6.0,3.0
22940,1.0,1.0
22941,6.0,3.0
22942,6.0,3.0
22943,3.0,3.0
22944,3.0,3.0
22945,6.0,3.0
22946,6.0,3.0
22947,6.0,3.0
22948,1.0,1.0
22949,1.0,1.0
22950,6.0,3.0
22951,6.0,3.0
22952,1.0,1.0
22953,3.0,3.0
22954,1.0,1.0
22955,6.0,3.0
22956,1.0,1.0
22957,3.0,3.0
22958,6.0,3.0
22959,1.0,1.0
22960,6.0,3.0
22961,6.0,3.0
22962,3.0,3.0
22963,6.0,3.0
22964,1.0,1.0
22965,6.0,3.0
22966,6.0,3.0
22967,6.0,3.0
22968,3.0,3.0
22969,1.0,1.0
22970,3.0,3.0
22971,1.0,1.0
22972,6.0,3.0
22973,3.0,3.0
22974,1.0,1.0
22975,6.0,3.0
22976,1.0,1.0
22977,6.0,3.0
22978,1.0,1.0
22979,6.0,3.0
22980,3.0,3.0
22981,1.0,1.0
22982,1.0,1.0
22983,6.0,3.0
22984,6.0,3.0
22985,6.0,3.0
22986,1.0,1.0
22987,1.0,1.0
22988,1.0,1.0
22989,6.0,3.0
22990,1.0,1.0
22991,6.0,3.0
22992,1.0,1.0
22993,3.0,3.0
22994,1.0,1.0
22995,1.0,1.0
22996,6.0,3.0
22997,6.0,3.0
22998,6.0,3.0
22999,6.0,3.0
23000,3.0,3.0
23001,1.0,1.0
23002,1.0,1.0
23003,6.0,3.0
23004,1.0,1.0
23005,3.0,3.0
23006,1.0,1.0
23007,6.0,3.0
23008,1.0,1.0
23009,1.0,1.0
23010,6.0,3.0
23011,6.0,3.0
23012,6.0,3.0
23013,6.0,3.0
23014,6.0,3.0
23015,3.0,3.0
23016,6.0,3.0
23017,1.0,1.0
23018,6.0,3.0
23019,6.0,3.0
23020,3.0,3.0
23021,3.0,3.0
23022,6.0,3.0
23023,3.0,3.0
23024,1.0,1.0
23025,6.0,3.0
23026,6.0,3.0
23027,6.0,3.0
23028,1.0,1.0
23029,6.0,3.0
23030,6.0,3.0
23031,6.0,3.0
23032,6.0,3.0
23033,1.0,1.0
23034,1.0,1.0
23035,6.0,3.0
23036,3.0,3.0
23037,3.0,3.0
23038,3.0,3.0
23039,1.0,1.0
23040,1.0,1.0
23041,3.0,3.0
23042,1.0,1.0
23043,6.0,3.0
23044,6.0,3.0
23045,6.0,3.0
23046,1.0,1.0
23047,6.0,3.0
23048,6.0,3.0
23049,3.0,3.0
23050,6.0,3.0
23051,1.0,1.0
23052,3.0,3.0
23053,3.0,3.0
23054,6.0,3.0
23055,1.0,1.0
23056,1.0,1.0
23057,6.0,3.0
23058,6.0,3.0
23059,6.0,3.0
23060,6.0,3.0
23061,6.0,3.0
23062,1.0,1.0
23063,6.0,3.0
23064,6.0,3.0
23065,6.0,3.0
23066,6.0,3.0
23067,6.0,3.0
23068,1.0,1.0
23069,1.0,1.0
23070,6.0,3.0
23071,1.0,1.0
23072,1.0,1.0
23073,1.0,1.0
23074,3.0,3.0
23075,6.0,3.0
23076,3.0,3.0
23077,1.0,1.0
23078,6.0,3.0
23079,1.0,1.0
23080,3.0,3.0
23081,3.0,3.0
23082,1.0,1.0
23083,1.0,1.0
23084,6.0,3.0
23085,6.0,3.0
23086,6.0,3.0
23087,3.0,3.0
23088,3.0,3.0
23089,3.0,3.0
23090,1.0,1.0
23091,6.0,3.0
23092,1.0,1.0
23093,1.0,1.0
23094,1.0,1.0
23095,3.0,3.0
23096,1.0,1.0
23097,6.0,3.0
23098,1.0,1.0
23099,3.0,3.0
23100,1.0,1.0
23101,6.0,3.0
23102,1.0,1.0
23103,6.0,3.0
23104,3.0,3.0
23105,6.0,3.0
23106,1.0,1.0
23107,1.0,1.0
23108,1.0,1.0
23109,6.0,3.0
23110,1.0,1.0
23111,1.0,1.0
23112,1.0,1.0
23113,6.0,3.0
23114,1.0,1.0
23115,6.0,3.0
23116,6.0,3.0
23117,6.0,3.0
23118,6.0,3.0
23119,3.0,3.0
23120,3.0,3.0
23121,1.0,1.0
23122,6.0,3.0
23123,1.0,1.0
23124,1.0,1.0
23125,3.0,3.0
23126,1.0,1.0
23127,6.0,3.0
23128,6.0,3.0
23129,1.0,1.0
23130,6.0,3.0
23131,6.0,3.0
23132,1.0,1.0
23133,6.0,3.0
23134,6.0,3.0
23135,3.0,3.0
23136,1.0,1.0
23137,6.0,3.0
23138,1.0,1.0
23139,6.0,3.0
23140,1.0,1.0
23141,3.0,3.0
23142,6.0,3.0
23143,3.0,3.0
23144,6.0,3.0
23145,6.0,3.0
23146,1.0,1.0
23147,6.0,3.0
23148,6.0,3.0
23149,1.0,1.0
23150,3.0,3.0
23151,6.0,3.0
23152,1.0,1.0
23153,6.0,3.0
23154,6.0,3.0
23155,3.0,3.0
23156,6.0,3.0
23157,1.0,1.0
23158,3.0,3.0
23159,6.0,3.0
23160,6.0,3.0
23161,6.0,3.0
23162,1.0,1.0
23163,6.0,3.0
23164,6.0,3.0
23165,1.0,1.0
23166,6.0,3.0
23167,3.0,3.0
23168,6.0,3.0
23169,6.0,3.0
23170,6.0,3.0
23171,6.0,3.0
23172,1.0,1.0
23173,1.0,1.0
23174,1.0,1.0
23175,6.0,3.0
23176,3.0,3.0
23177,6.0,3.0
23178,1.0,1.0
23179,1.0,1.0
23180,6.0,3.0
23181,1.0,1.0
23182,3.0,3.0
23183,6.0,3.0
23184,6.0,3.0
23185,1.0,1.0
23186,3.0,3.0
23187,6.0,3.0
23188,1.0,1.0
23189,3.0,3.0
23190,3.0,3.0
23191,3.0,3.0
23192,6.0,3.0
23193,6.0,3.0
23194,3.0,3.0
23195,1.0,1.0
23196,6.0,3.0
23197,1.0,1.0
23198,6.0,3.0
23199,1.0,1.0
23200,1.0,1.0
23201,6.0,3.0
23202,6.0,3.0
23203,1.0,1.0
23204,1.0,1.0
23205,6.0,3.0
23206,6.0,3.0
23207,3.0,3.0
23208,6.0,3.0
23209,1.0,1.0
23210,3.0,3.0
23211,3.0,3.0
23212,1.0,1.0
23213,1.0,1.0
23214,6.0,3.0
23215,6.0,3.0
23216,1.0,1.0
23217,1.0,1.0
23218,6.0,3.0
23219,6.0,3.0
23220,6.0,3.0
23221,1.0,1.0
23222,6.0,3.0
23223,1.0,1.0
23224,3.0,3.0
23225,6.0,3.0
23226,6.0,3.0
23227,6.0,3.0
23228,6.0,3.0
23229,3.0,3.0
23230,6.0,3.0
23231,6.0,3.0
23232,6.0,3.0
23233,3.0,3.0
23234,6.0,3.0
23235,1.0,1.0
23236,1.0,1.0
23237,3.0,3.0
23238,6.0,3.0
23239,3.0,3.0
23240,6.0,3.0
23241,1.0,1.0
23242,6.0,3.0
23243,3.0,3.0
23244,6.0,3.0
23245,1.0,1.0
23246,3.0,3.0
23247,3.0,3.0
23248,6.0,3.0
23249,6.0,3.0
23250,6.0,3.0
23251,3.0,3.0
23252,1.0,1.0
23253,1.0,1.0
23254,6.0,3.0
23255,1.0,1.0
23256,6.0,3.0
23257,1.0,1.0
23258,3.0,3.0
23259,3.0,3.0
23260,6.0,3.0
23261,3.0,3.0
23262,6.0,3.0
23263,6.0,3.0
23264,3.0,3.0
23265,3.0,3.0
23266,3.0,3.0
23267,1.0,1.0
23268,6.0,3.0
23269,6.0,3.0
23270,6.0,3.0
23271,6.0,3.0
23272,6.0,3.0
23273,6.0,3.0
23274,6.0,3.0
23275,1.0,1.0
23276,1.0,1.0
23277,1.0,1.0
23278,3.0,3.0
23279,1.0,1.0
23280,3.0,3.0
23281,6.0,3.0
23282,1.0,1.0
23283,3.0,3.0
23284,6.0,3.0
23285,1.0,1.0
23286,1.0,1.0
23287,3.0,3.0
23288,6.0,3.0
23289,3.0,3.0
23290,6.0,3.0
23291,6.0,3.0
23292,3.0,3.0
23293,6.0,3.0
23294,6.0,3.0
23295,6.0,3.0
23296,3.0,3.0
23297,1.0,1.0
23298,3.0,3.0
23299,3.0,3.0
23300,6.0,3.0
23301,1.0,1.0
23302,3.0,3.0
23303,6.0,3.0
23304,1.0,1.0
23305,6.0,3.0
23306,6.0,3.0
23307,6.0,3.0
23308,6.0,3.0
23309,1.0,1.0
23310,3.0,3.0
23311,1.0,1.0
23312,3.0,3.0
23313,3.0,3.0
23314,6.0,3.0
23315,6.0,3.0
23316,6.0,3.0
23317,3.0,3.0
23318,6.0,3.0
23319,3.0,3.0
23320,6.0,3.0
23321,3.0,3.0
23322,3.0,3.0
23323,3.0,3.0
23324,3.0,3.0
23325,1.0,1.0
23326,6.0,3.0
23327,6.0,3.0
23328,6.0,3.0
23329,6.0,3.0
23330,1.0,1.0
23331,1.0,1.0
23332,6.0,3.0
23333,6.0,3.0
23334,1.0,1.0
23335,3.0,3.0
23336,6.0,3.0
23337,6.0,3.0
23338,6.0,3.0
23339,6.0,3.0
23340,1.0,1.0
23341,1.0,1.0
23342,6.0,3.0
23343,6.0,3.0
23344,6.0,3.0
23345,3.0,3.0
23346,1.0,1.0
23347,1.0,1.0
23348,1.0,1.0
23349,6.0,3.0
23350,1.0,1.0
23351,1.0,1.0
23352,6.0,3.0
23353,3.0,3.0
23354,3.0,3.0
23355,6.0,3.0
23356,3.0,3.0
23357,6.0,3.0
23358,1.0,1.0
23359,6.0,3.0
23360,1.0,1.0
23361,1.0,1.0
23362,6.0,3.0
23363,1.0,1.0
23364,6.0,3.0
23365,3.0,3.0
23366,1.0,1.0
23367,1.0,1.0
23368,6.0,3.0
23369,1.0,1.0
23370,6.0,3.0
23371,6.0,3.0
23372,6.0,3.0
23373,1.0,1.0
23374,1.0,1.0
23375,6.0,3.0
23376,1.0,1.0
23377,6.0,3.0
23378,3.0,3.0
23379,3.0,3.0
23380,6.0,3.0
23381,6.0,3.0
23382,6.0,3.0
23383,1.0,1.0
23384,1.0,1.0
23385,3.0,3.0
23386,1.0,1.0
23387,6.0,3.0
23388,6.0,3.0
23389,6.0,3.0
23390,6.0,3.0
23391,6.0,3.0
23392,1.0,1.0
23393,6.0,3.0
23394,1.0,1.0
23395,1.0,1.0
23396,1.0,1.0
23397,1.0,1.0
23398,1.0,1.0
23399,6.0,3.0
23400,6.0,3.0
23401,6.0,3.0
23402,1.0,1.0
23403,1.0,1.0
23404,6.0,3.0
23405,3.0,3.0
23406,3.0,3.0
23407,1.0,1.0
23408,3.0,3.0
23409,6.0,3.0
23410,6.0,3.0
23411,6.0,3.0
23412,1.0,1.0
23413,3.0,3.0
23414,6.0,3.0
23415,3.0,3.0
23416,3.0,3.0
23417,1.0,1.0
23418,6.0,3.0
23419,1.0,1.0
23420,6.0,3.0
23421,1.0,1.0
23422,1.0,1.0
23423,6.0,3.0
23424,3.0,3.0
23425,1.0,1.0
23426,6.0,3.0
23427,6.0,3.0
23428,1.0,1.0
23429,3.0,3.0
23430,3.0,3.0
23431,3.0,3.0
23432,6.0,3.0
23433,6.0,3.0
23434,3.0,3.0
23435,1.0,1.0
23436,6.0,3.0
23437,6.0,3.0
23438,3.0,3.0
23439,6.0,3.0
23440,6.0,3.0
23441,6.0,3.0
23442,1.0,1.0
23443,6.0,3.0
23444,3.0,3.0
23445,1.0,1.0
23446,3.0,3.0
23447,3.0,3.0
23448,1.0,1.0
23449,6.0,3.0
23450,1.0,1.0
23451,3.0,3.0
23452,1.0,1.0
23453,1.0,1.0
23454,1.0,1.0
23455,6.0,3.0
23456,3.0,3.0
23457,1.0,1.0
23458,6.0,3.0
23459,6.0,3.0
23460,6.0,3.0
23461,6.0,3.0
23462,6.0,3.0
23463,1.0,1.0
23464,1.0,1.0
23465,3.0,3.0
23466,1.0,1.0
23467,1.0,1.0
23468,6.0,3.0
23469,1.0,1.0
23470,6.0,3.0
23471,3.0,3.0
23472,1.0,1.0
23473,1.0,1.0
23474,1.0,1.0
23475,6.0,3.0
23476,6.0,3.0
23477,3.0,3.0
23478,1.0,1.0
23479,3.0,3.0
23480,6.0,3.0
23481,1.0,1.0
23482,6.0,3.0
23483,6.0,3.0
23484,6.0,3.0
23485,6.0,3.0
23486,6.0,3.0
23487,6.0,3.0
23488,3.0,3.0
23489,6.0,3.0
23490,6.0,3.0
23491,3.0,3.0
23492,3.0,3.0
23493,3.0,3.0
23494,6.0,3.0
23495,1.0,1.0
23496,1.0,1.0
23497,6.0,3.0
23498,6.0,3.0
23499,6.0,3.0
23500,3.0,3.0
23501,6.0,3.0
23502,6.0,3.0
23503,6.0,3.0
23504,6.0,3.0
23505,6.0,3.0
23506,6.0,3.0
23507,1.0,1.0
23508,6.0,3.0
23509,6.0,3.0
23510,6.0,3.0
23511,6.0,3.0
23512,6.0,3.0
23513,1.0,1.0
23514,6.0,3.0
23515,3.0,3.0
23516,6.0,3.0
23517,6.0,3.0
23518,6.0,3.0
23519,3.0,3.0
23520,3.0,3.0
23521,1.0,1.0
23522,3.0,3.0
23523,3.0,3.0
23524,1.0,1.0
23525,3.0,3.0
23526,3.0,3.0
23527,1.0,1.0
23528,3.0,3.0
23529,3.0,3.0
23530,1.0,1.0
23531,3.0,3.0
23532,6.0,3.0
23533,6.0,3.0
23534,6.0,3.0
23535,6.0,3.0
23536,1.0,1.0
23537,6.0,3.0
23538,6.0,3.0
23539,6.0,3.0
23540,3.0,3.0
23541,1.0,1.0
23542,6.0,3.0
23543,1.0,1.0
23544,1.0,1.0
23545,6.0,3.0
23546,3.0,3.0
23547,3.0,3.0
23548,1.0,1.0
23549,6.0,3.0
23550,6.0,3.0
23551,1.0,1.0
23552,6.0,3.0
23553,3.0,3.0
23554,6.0,3.0
23555,3.0,3.0
23556,6.0,3.0
23557,6.0,3.0
23558,6.0,3.0
23559,6.0,3.0
23560,6.0,3.0
23561,6.0,3.0
23562,6.0,3.0
23563,6.0,3.0
23564,1.0,1.0
23565,6.0,3.0
23566,3.0,3.0
23567,3.0,3.0
23568,6.0,3.0
23569,1.0,1.0
23570,3.0,3.0
23571,3.0,3.0
23572,6.0,3.0
23573,6.0,3.0
23574,1.0,1.0
23575,6.0,3.0
23576,6.0,3.0
23577,3.0,3.0
23578,3.0,3.0
23579,6.0,3.0
23580,1.0,1.0
23581,3.0,3.0
23582,3.0,3.0
23583,3.0,3.0
23584,6.0,3.0
23585,1.0,1.0
23586,3.0,3.0
23587,3.0,3.0
23588,6.0,3.0
23589,6.0,3.0
23590,3.0,3.0
23591,6.0,3.0
23592,6.0,3.0
23593,3.0,3.0
23594,1.0,1.0
23595,6.0,3.0
23596,1.0,1.0
23597,1.0,1.0
23598,3.0,3.0
23599,6.0,3.0
23600,1.0,1.0
23601,1.0,1.0
23602,6.0,3.0
23603,1.0,1.0
23604,1.0,1.0
23605,6.0,3.0
23606,6.0,3.0
23607,6.0,3.0
23608,3.0,3.0
23609,6.0,3.0
23610,6.0,3.0
23611,3.0,3.0
23612,6.0,3.0
23613,3.0,3.0
23614,1.0,1.0
23615,3.0,3.0
23616,6.0,3.0
23617,6.0,3.0
23618,3.0,3.0
23619,6.0,3.0
23620,6.0,3.0
23621,6.0,3.0
23622,6.0,3.0
23623,3.0,3.0
23624,1.0,1.0
23625,3.0,3.0
23626,1.0,1.0
23627,1.0,1.0
23628,3.0,3.0
23629,6.0,3.0
23630,6.0,3.0
23631,6.0,3.0
23632,1.0,1.0
23633,3.0,3.0
23634,3.0,3.0
23635,1.0,1.0
23636,1.0,1.0
23637,6.0,3.0
23638,6.0,3.0
23639,1.0,1.0
23640,6.0,3.0
23641,6.0,3.0
23642,3.0,3.0
23643,1.0,1.0
23644,6.0,3.0
23645,6.0,3.0
23646,3.0,3.0
23647,1.0,1.0
23648,3.0,3.0
23649,3.0,3.0
23650,6.0,3.0
23651,3.0,3.0
23652,1.0,1.0
23653,1.0,1.0
23654,3.0,3.0
23655,1.0,1.0
23656,3.0,3.0
23657,3.0,3.0
23658,6.0,3.0
23659,6.0,3.0
23660,1.0,1.0
23661,6.0,3.0
23662,6.0,3.0
23663,1.0,1.0
23664,6.0,3.0
23665,6.0,3.0
23666,1.0,1.0
23667,6.0,3.0
23668,3.0,3.0
23669,3.0,3.0
23670,6.0,3.0
23671,6.0,3.0
23672,6.0,3.0
23673,1.0,1.0
23674,6.0,3.0
23675,3.0,3.0
23676,3.0,3.0
